"","x"
"14034","ARSE"
"14035","NNMT"
"14036","SERPINB11"
"14037","UBC"
"14038","CCR3"
"14039","ITGAM"
"14040","CLUL1"
"14041","DYRK4"
"14042","PTHLH"
"14043","CXorf56"
"14044","PCDH7"
"14045","SALL3"
"14046","HPR"
"14047","FNDC3A"
"14048","DMXL2"
"14049","PHB2"
"14050","ARHGEF28"
"14051","SESN3"
"14052","MUC12"
"14053","ORC4"
"14054","SMAD5"
"14055","CEPT1"
"14056","TMTC1"
"14057","PCYT2"
"14058","RBM19"
"14059","CDCA3"
"14060","HDGFL1"
"14061","PIANP"
"14062","FAM132B"
"14063","ECT2L"
"14064","NKRF"
"14065","CAND1"
"14066","TOP3A"
"14067","ZDHHC11B"
"14068","JHDM3C"
"14069","SLC34A3"
"14070","IL22"
"14071","MIXL1"
"14072","ENSG00000259040"
"14073","PTK6"
"14074","NCEH1"
"14075","ASIC5"
"14076","STOML1"
"14077","TTLL9"
"14078","BEX2"
"14079","POLG2"
"14080","ZNF668"
"14081","DAG1"
"14082","ACVR1B"
"14083","ADAP1"
"14084","MFSD5"
"14085","HTATSF1"
"14086","PLXNB3"
"14087","GPN3"
"14088","LMO3"
"14089","TET2"
"14090","MYBPC3"
"14091","SETD1B"
"14092","APC2"
"14093","DAPK3"
"14094","GPR17"
"14095","HIST4H4"
"14096","ZCCHC7"
"14097","ENSG00000256591"
"14098","ENSG00000255863"
"14099","KLHL13"
"14100","NAT1"
"14101","C2CD5"
"14102","TMEM258"
"14103","ENSG00000255730"
"14104","LPAR2"
"14105","FAR2"
"14106","FAM222A"
"14107","PFKFB3"
"14108","FAM46D"
"14109","IDO2"
"14110","BCAT1"
"14111","ACTN2"
"14112","MVK"
"14113","FAM214A"
"14114","PLCB3"
"14115","TBC1D10C"
"14116","ZNRF3"
"14117","SP7"
"14118","CELF2"
"14119","CPEB2"
"14120","SUDS3"
"14121","NUP153"
"14122","CES4A"
"14123","POLR1B"
"14124","SLCO1C1"
"14125","ARMC6"
"14126","GALNT6"
"14127","CITED2"
"14128","SYT7"
"14129","PDGFRL"
"14130","TNFAIP8L1"
"14131","PRRG1"
"14132","OTUB1"
"14133","SLC1A5"
"14134","SCO2"
"14135","TMEM14C"
"14136","MYCBP2"
"14137","GLB1L2"
"14138","CYFIP2"
"14139","ATP1A3"
"14140","SSH2"
"14141","TDO2"
"14142","FKBP5"
"14143","USO1"
"14144","CUL2"
"14145","PAFAH1B3"
"14146","KCNK4"
"14147","AP1S2"
"14148","HCK"
"14149","CPSF3L"
"14150","APOA5"
"14151","FRY"
"14152","CTSV"
"14153","EIF2S3L"
"14154","HSD3B2"
"14155","NLRP2"
"14156","GTF2H3"
"14157","LDHA"
"14158","ATP1A1"
"14159","SLC5A8"
"14160","ATP8B1"
"14161","DND1"
"14162","PIK3C2G"
"14163","RABEP1"
"14164","PHKG1"
"14165","CNOT4"
"14166","EGR4"
"14167","HIST1H2BG"
"14168","PRAME"
"14169","GPRASP1"
"14170","ANKRD65"
"14171","RNF170"
"14172","LTB4R2"
"14173","TIMM50"
"14174","SLC39A11"
"14175","HIST2H2BF"
"14176","EVI5L"
"14177","MMAB"
"14178","SLC2A14"
"14179","VIM"
"14180","BEX5"
"14181","SHD"
"14182","TUBGCP2"
"14183","RBMXL1"
"14184","CMIP"
"14185","LIMS1"
"14186","RRP12"
"14187","HES7"
"14188","RAN"
"14189","SLC25A10"
"14190","SOD2"
"14191","LSM14A"
"14192","LRTM2"
"14193","PCSK5"
"14194","ZNF362"
"14195","FICD"
"14196","GTSF1"
"14197","COX14"
"14198","HOXC11"
"14199","ENSG00000144785"
"14200","BPNT1"
"14201","DNAJC22"
"14202","GATC"
"14203","BAZ2A"
"14204","PRSS58"
"14205","APPL2"
"14206","MYL6"
"14207","ENSG00000257390"
"14208","RPL18"
"14209","CNTN1"
"14210","RAB5C"
"14211","ENSG00000203546"
"14212","SLC8B1"
"14213","CHURC1-FNTB"
"14214","NR1H4"
"14215","VDR"
"14216","FRS2"
"14217","RAB3IP"
"14218","MGAM"
"14219","LOC93432"
"14220","LIN7A"
"14221","BLOC1S1"
"14222","RT14"
"14223","CD63"
"14224","TMEM116"
"14225","POC1B-GALNT4"
"14226","PFDN5"
"14227","CEP290"
"14228","NACA"
"14229","NUP37"
"14230","PAH"
"14231","POTEG"
"14232","PRPF40B"
"14233","TPCN1"
"14234","APAF1"
"14235","TBC1D15"
"14236","TAS2R38"
"14237","KRT4"
"14238","SPATS2"
"14239","GLIPR1L2"
"14240","BEST2"
"14241","BRF1"
"14242","CPM"
"14243","DDIT3"
"14244","MAP3K12"
"14245","DTX3"
"14246","METTL7A"
"14247","GAS2L3"
"14248","CYP4F12"
"14249","OR11H12"
"14250","ENSG00000229117"
"14251","RDH12"
"14252","DNM1L"
"14253","ENSG00000258130"
"14254","AGAP2"
"14255","KCNC2"
"14256","COPZ1"
"14257","RPLP0"
"14258","ENSG00000258150"
"14259","MAPKAPK5"
"14260","KRT8"
"14261","TWF1"
"14262","RNASEK"
"14263","ACSS3"
"14264","ENSG00000257921"
"14265","ANKS1B"
"14266","FKBP11"
"14267","SLC38A1"
"14268","ENSG00000257411"
"14269","HECTD4"
"14270","TRIAP1"
"14271","MRPL42"
"14272","CALCOCO1"
"14273","CLEC5A"
"14274","ASPG"
"14275","RASAL1"
"14276","ENSG00000111780"
"14277","GPR84"
"14278","PPFIA2"
"14279","ENSG00000257767"
"14280","MYL6B"
"14281","ALDH6A1"
"14282","RAX2"
"14283","BDKRB2"
"14284","MAP1LC3B2"
"14285","HOPX"
"14286","ENSG00000196136"
"14287","IL11RA"
"14288","TIMELESS"
"14289","ENSG00000258466"
"14290","ENSG00000258973"
"14291","VTI1B"
"14292","ZFYVE1"
"14293","SIPA1L1"
"14294","SERPINA4"
"14295","TMEM30B"
"14296","POTEM"
"14297","STON2"
"14298","SMEK1"
"14299","FPGT-TNNI3K"
"14300","SLIRP"
"14301","TMEM179"
"14302","EMX2"
"14303","DIO2"
"14304","ZBTB1"
"14305","RGS6"
"14306","PGF"
"14307","ERH"
"14308","NPC2"
"14309","ENSG00000258724"
"14310","CEP128"
"14311","DUX4L1"
"14312","NEDD1"
"14313","ENSG00000132716"
"14314","UBE2J1"
"14315","MAP3K9"
"14316","HNRNPC"
"14317","NUMB"
"14318","C14orf6"
"14319","HSD17B6"
"14320","DUX4L7"
"14321","ENSG00000258947"
"14322","ASB2"
"14323","MC1R"
"14324","NRXN3"
"14325","NDRG2"
"14326","SPTB"
"14327","ENSG00000258728"
"14328","LIN52"
"14329","SRP54"
"14330","AKT1"
"14331","PRAF2"
"14332","XRCC3"
"14333","EML5"
"14334","ISCA2"
"14335","DNAL1"
"14336","ITGA7"
"14337","SRSF5"
"14338","VIPAS39"
"14339","RNASE4"
"14340","PTGR2"
"14341","ENSG00000273171"
"14342","DUXA"
"14343","ENSG00000258989"
"14344","PTPN21"
"14345","GTF2A1"
"14346","BCL2L2-PABPN1"
"14347","NAA30"
"14348","ENSG00000258674"
"14349","TNFAIP2"
"14350","SEC11A"
"14351","PSTPIP1"
"14352","ETFA"
"14353","B2M"
"14354","ITGB3"
"14355","GDPGP1"
"14356","TLE3"
"14357","ZNF592"
"14358","FAM63B"
"14359","RPL28"
"14360","MAN2A2"
"14361","GPR176"
"14362","ENSG00000259371"
"14363","GALK2"
"14364","TRIM69"
"14365","LRRC49"
"14366","RFX7"
"14367","APBA2"
"14368","ADAM8"
"14369","MEIS3"
"14370","NUSAP1"
"14371","ST20"
"14372","TLN2"
"14373","TGIF2LX"
"14374","MEIS2"
"14375","SECISBP2L"
"14376","ENSG00000137843"
"14377","RNF111"
"14378","SHISA9"
"14379","TGIF2-C20orf24"
"14380","GMPR2"
"14381","NRL"
"14382","LDLR"
"14383","C5orf63"
"14384","ZEB2"
"14385","TRAF3"
"14386","CLN3"
"14387","NUB1"
"14388","AP5B1"
"14389","SMKR1"
"14390","FAM173A"
"14391","GOLGA6L2"
"14392","RBM15B"
"14393","DNASE1L2"
"14394","ITGAX"
"14395","SLC38A7"
"14396","ENSG00000260537"
"14397","ENSG00000260342"
"14398","LRRC9"
"14399","ANKRD66"
"14400","CORO2B"
"14401","ENSG00000260836"
"14402","ASIP"
"14403","TBL3"
"14404","RNF112"
"14405","TMEM204"
"14406","SCAPER"
"14407","RPUSD1"
"14408","ENSG00000260170"
"14409","SLC7A6"
"14410","METRN"
"14411","TMEM88B"
"14412","BOP1"
"14413","GPR56"
"14414","DUS2"
"14415","ZNF423"
"14416","HYKK"
"14417","OBSCN"
"14418","OBBP2"
"14419","ENSG00000260272"
"14420","ENSG00000259784"
"14421","PHKG2"
"14422","ARPP19"
"14423","ST20-MTHFS"
"14424","SCRT1"
"14425","ENSG00000158427"
"14426","KCTD13"
"14427","MRC1"
"14428","SMLR1"
"14429","TUBB8"
"14430","PRRT2"
"14431","DET1"
"14432","PARP6"
"14433","MLST8"
"14434","SNX29"
"14435","ELFN1"
"14436","STRA6"
"14437","ZDHHC7"
"14438","LOC100509620"
"14439","POTEB2"
"14440","INO80E"
"14441","SZT2"
"14442","SPSB3"
"14443","WWOX"
"14444","OGFOD1"
"14445","EME2"
"14446","CEMP1"
"14447","USP10"
"14448","PECAM1"
"14449","CHD9"
"14450","COX4I1"
"14451","APOBR"
"14452","NFAT5"
"14453","DBNDD1"
"14454","ENSG00000233917"
"14455","UBL7"
"14456","ENSG00000272617"
"14457","RNPS1"
"14458","SLC25A24"
"14459","MAN2C1"
"14460","OST4"
"14461","PHLPP2"
"14462","HSPB9"
"14463","DUX4"
"14464","BOLA2-SMG1P6"
"14465","ACTG1"
"14466","METTL4"
"14467","DNAH2"
"14468","CTRL"
"14469","MMP12"
"14470","CIC"
"14471","CARD14"
"14472","NMRAL1"
"14473","NDUFAB1"
"14474","ALOX15"
"14475","NUP88"
"14476","DPEP2"
"14477","CLUH"
"14478","ACSM2A"
"14479","LITAF"
"14480","ZNF75A"
"14481","SPATA22"
"14482","SRGAP2"
"14483","TNK1"
"14484","ANKFY1"
"14485","TRPV1"
"14486","GTF2I"
"14487","SPON1"
"14488","PRPF8"
"14489","USP6"
"14490","TOM1L1"
"14491","WSCD1"
"14492","CLUAP1"
"14493","RSL1D1"
"14494","CORO7-PAM16"
"14495","ATPAF1"
"14496","ZP2"
"14497","VR1"
"14498","ENSG00000260914"
"14499","ENSG00000262660"
"14500","SLC43A2"
"14501","TRIM16L"
"14502","OVCA2"
"14503","CTDNEP1"
"14504","RAB40B"
"14505","MRPS21"
"14506","RAB31"
"14507","PIRT"
"14508","RASSF5"
"14509","SAP30BP"
"14510","BAHCC1"
"14511","ZNF488"
"14512","CD300LF"
"14513","ENGASE"
"14514","VEZF1"
"14515","STARD6"
"14516","HIST2H4B"
"14517","TPPP3"
"14518","YES1"
"14519","TXNIP"
"14520","ADCYAP1"
"14521","POLI"
"14522","HIST2H4A"
"14523","CDH8"
"14524","OTUD7B"
"14525","TBC1D29"
"14526","TEFM"
"14527","OAZ2"
"14528","NCOA4"
"14529","GDF2"
"14530","PPIAL4C"
"14531","RBM8A"
"14532","RNF43"
"14533","MARCH10"
"14534","MSMB"
"14535","RBP3"
"14536","ANP32E"
"14537","TRIM16"
"14538","PABPC4L"
"14539","KLF14"
"14540","PTPRM"
"14541","MIF4GD"
"14542","RPL17-C18orf32"
"14543","SEC22B"
"14544","PPIAL4F"
"14545","KCNH6"
"14546","MYL12B"
"14547","ACP6"
"14548","RNF115"
"14549","RBFOX3"
"14550","KCNJ12"
"14551","RPL26"
"14552","SLC16A3"
"14553","PITPNC1"
"14554","IKBKE"
"14555","CDK11B"
"14556","KIAA0040"
"14557","DDX42"
"14558","NOTCH2NL"
"14559","RNF213"
"14560","GDF10"
"14561","GREB1L"
"14562","VHLL"
"14563","UBBP4"
"14564","MYH3"
"14565","PTRH2"
"14566","RPL36"
"14567","ENSG00000263620"
"14568","C18orf32"
"14569","TIMM23"
"14570","LRRC37A3"
"14571","PPIAL4H"
"14572","RPL27"
"14573","COASY"
"14574","POU5F2"
"14575","UNK"
"14576","MFSD11"
"14577","MAP4K1"
"14578","SPC24"
"14579","CD3EAP"
"14580","POP4"
"14581","C19orf26"
"14582","TMC6"
"14583","KCNJ16"
"14584","APOC1"
"14585","TJP3"
"14586","TNFRSF11A"
"14587","ACSBG2"
"14588","IER2"
"14589","TMEM100"
"14590","PIAS2"
"14591","SLC16A2"
"14592","POLRMT"
"14593","CCDC130"
"14594","MPPE1"
"14595","GALK1"
"14596","KIF18B"
"14597","PPY"
"14598","RDH8"
"14599","LYPD8"
"14600","ELANE"
"14601","C19orf40"
"14602","PRKCSH"
"14603","PDCD5"
"14604","PLK5"
"14605","STX10"
"14606","PIP5K1C"
"14607","ASNA1"
"14608","RAD51D"
"14609","TSSK6"
"14610","ENSG00000267157"
"14611","TLE2"
"14612","CEACAM16"
"14613","ENSG00000267740"
"14614","RND2"
"14615","CCDC68"
"14616","LSM12"
"14617","APOC2"
"14618","HSD17B1"
"14619","ENSG00000267618"
"14620","FUT5"
"14621","CIRBP"
"14622","LPPR2"
"14623","S1PR2"
"14624","FHOD3"
"14625","WTIP"
"14626","TRMT1"
"14627","TMUB2"
"14628","LRFN3"
"14629","RAD23A"
"14630","ENSG00000267140"
"14631","NLRP7"
"14632","TTN"
"14633","TNNT1"
"14634","UQCR11"
"14635","COX6B2"
"14636","ABCA8"
"14637","SEMA6B"
"14638","SAFB"
"14639","RPS15"
"14640","GIPR"
"14641","GPATCH8"
"14642","WBP2"
"14643","ZNF699"
"14644","KANK2"
"14645","SARM1"
"14646","ENSG00000267748"
"14647","HSPB6"
"14648","APOC4"
"14649","ERC1"
"14650","ENSG00000267318"
"14651","MBTD1"
"14652","FAM20A"
"14653","EML2"
"14654","MAP2K6"
"14655","ANKRD29"
"14656","ENSG00000267261"
"14657","PSENEN"
"14658","NMT1"
"14659","GFAP"
"14660","SEC11C"
"14661","PLEKHH3"
"14662","ENSG00000266953"
"14663","ACP5"
"14664","ENSG00000268434"
"14665","FPR2"
"14666","STAP2"
"14667","ZIM2"
"14668","NPAS1"
"14669","SLITRK4"
"14670","HSFX2"
"14671","CHMP2A"
"14672","KLK15"
"14673","GABRQ"
"14674","PAK4"
"14675","KLK9"
"14676","ENSG00000267881"
"14677","CTAG1A"
"14678","PNMA3"
"14679","NTF4"
"14680","LSM4"
"14681","CCDC177"
"14682","ZNF628"
"14683","FLT3LG"
"14684","ZFP36"
"14685","EGLN2"
"14686","SHANK2"
"14687","LRIT3"
"14688","MPV17L2"
"14689","DYRK1B"
"14690","VRK3"
"14691","ENSG00000268221"
"14692","TAZ"
"14693","NOSIP"
"14694","ENSG00000268083"
"14695","DEDD2"
"14696","ENSG00000268643"
"14697","ZSCAN18"
"14698","UPF1"
"14699","DTNA"
"14700","PRICKLE3"
"14701","SUPT5H"
"14702","ENSG00000268500"
"14703","TRAPPC5"
"14704","MYH14"
"14705","ENSG00000268465"
"14706","LOC388210"
"14707","FBN3"
"14708","KLK13"
"14709","EMG1"
"14710","SLC35E1"
"14711","IL12RB1"
"14712","SLC6A14"
"14713","TMEM59L"
"14714","RPS19"
"14715","MAGEA9"
"14716","NUP62"
"14717","FARP1"
"14718","ANKRD24"
"14719","ANKDD1B"
"14720","CCDC124"
"14721","MYO9B"
"14722","C19orf48"
"14723","FGF21"
"14724","FPR1"
"14725","LRRC4B"
"14726","MARCH2"
"14727","TEX13A"
"14728","ENSG00000268861"
"14729","SCGB1C2"
"14730","SLC38A5"
"14731","PPP5D1"
"14732","MPND"
"14733","HAMP"
"14734","IRF3"
"14735","SPIB"
"14736","TMEM185A"
"14737","TEAD2"
"14738","GMFG"
"14739","SUGP2"
"14740","TEX101"
"14741","ENSG00000269035"
"14742","ENSG00000269547"
"14743","CXCL17"
"14744","RPS28"
"14745","IL4I1"
"14746","PLA2G4C"
"14747","C5AR2"
"14748","ENSG00000269590"
"14749","ENSG00000158164"
"14750","ZNF473"
"14751","SARS2"
"14752","VAV1"
"14753","RPS5"
"14754","SNRNP70"
"14755","FCHO1"
"14756","PNMAL2"
"14757","KLK11"
"14758","MAGEA3"
"14759","FFAR2"
"14760","RUVBL2"
"14761","SEPW1"
"14762","ENSG00000142539"
"14763","NELFCD"
"14764","H6PD"
"14765","OAZ1"
"14766","FBLL1"
"14767","BIVM-ERCC5"
"14768","COMMD3-BMI1"
"14769","SDR42E2"
"14770","CSNK2A3"
"14771","DNAJC3"
"14772","MMP28"
"14773","FXYD3"
"14774","TMEM120A"
"14775","ALDH3B1"
"14776","DYNC2LI1"
"14777","UPP2"
"14778","TAF15"
"14779","LEKR1"
"14780","RASL10B"
"14781","ADAM21"
"14782","CCL5"
"14783","NBPF1"
"14784","LIX1L"
"14785","GAS2L2"
"14786","HSPE1-MOB4"
"14787","HADH"
"14788","ENSG00000249884"
"14789","RPS10-NUDT3"
"14790","UGT2A2"
"14791","DUOX2"
"14792","RER1"
"14793","KPRP"
"14794","A3GALT2"
"14795","APLNR"
"14796","ENSG00000275740"
"14797","CHURC1"
"14798","MPHOSPH9"
"14799","ENSG00000242631"
"14800","CWC15"
"14801","ENSG00000259316"
"14802","TM2D1"
"14803","TBC1D7"
"14804","HEBP2"
"14805","HIST2H2AA3"
"14806","CNKSR3"
"14807","POLDIP2"
"14808","DNAH11"
"14809","DCP1A"
"14810","GTF2H5"
"14811","WDR18"
"14812","NUDT3"
"14813","HIST1H2BJ"
"14814","UQCC2"
"14815","MT1HL1"
"14816","FRK"
"14817","SLC37A4"
"14818","ENSG00000271786"
"14819","SIRT5"
"14820","ENSG00000271810"
"14821","CDYL2"
"14822","BHLHA15"
"14823","FBXW2"
"14824","SCX"
"14825","ZBTB8B"
"14826","LYPD4"
"14827","KCNN1"
"14828","ENSG00000279624"
"14829","ENSG00000259060"
"14830","GPRIN3"
"14831","RPEL1"
"14832","ZBTB25"
"14833","PPP1R12B"
"14834","FKBP8"
"14835","GAN"
"14836","SLC25A16"
"14837","RPAP2"
"14838","NCBP2L"
"14839","HIST2H3PS2"
"14840","ENSG00000241489"
"14841","XKR7"
"14842","FRRS1L"
"14843","APBB1"
"14844","DYNLL2"
"14845","PCDHB16"
"14846","PPM1K"
"14847","SYT6"
"14848","SCOC"
"14849","KCNJ6"
"14850","GRIN2B"
"14851","C14orf169"
"14852","DGKK"
"14853","HIST1H2BO"
"14854","NAP1L1"
"14855","HCRTR2"
"14856","SCARF2"
"14857","CYP4F8"
"14858","HMOX2"
"14859","SRD5A2"
"14860","CPNE3"
"14861","MROH2A"
"14862","ELOVL1"
"14863","BIRC2"
"14864","TMC4"
"14865","NAGK"
"14866","DUSP14"
"14867","AQP6"
"14868","NR1H3"
"14869","CPEB1"
"14870","KANK1"
"14871","SRGAP2B"
"14872","TPT1"
"14873","PTCRA"
"14874","PTPDC1"
"14875","LHX1"
"14876","CLEC18C"
"14877","AATF"
"14878","GGTLC3"
"14879","TOX4"
"14880","HIST1H4G"
"14881","HIST1H2BM"
"14882","CCL3"
"14883","GIMAP5"
"14884","TMPRSS4"
"14885","STAG3"
"14886","ENSG00000273398"
"14887","SLC25A14"
"14888","NOS1"
"14889","LOC649330"
"14890","ANXA8"
"14891","ENSG00000214026"
"14892","STIM1"
"14893","MARCKS"
"14894","CWC25"
"14895","VPS13D"
"14896","TCEB1"
"14897","CASP8AP2"
"14898","CRY2"
"14899","AKAP1"
"14900","GGNBP2"
"14901","MTHFD1L"
"14902","ABCB1"
"14903","CCNI2"
"14904","IGHV4-38-2"
"14905","SRGAP2C"
"14906","SPPL2B"
"14907","POLR2E"
"14908","SMOX"
"14909","SPCS1"
"14910","GREM1"
"14911","ATXN3"
"14912","FOXI3"
"14913","TTI2"
"14914","PPP6R2"
"14915","MT1A"
"14916","TBC1D3D"
"14917","PLCL2"
"14918","UBE2F"
"14919","RAB18"
"14920","YTHDF3"
"14921","CYSLTR1"
"14922","ANAPC10"
"14923","NLRP1"
"14924","ZNF274"
"14925","ZNF787"
"14926","CYP1B1"
"14927","VEGFA"
"14928","TTC25"
"14929","LEPREL2"
"14930","NBPF12"
"14931","ENSG00000263020"
"14932","SYT16"
"14933","SLC1A7"
"14934","ICA1L"
"14935","CNTNAP3B"
"14936","RAG2"
"14937","TNFRSF9"
"14938","RYK"
"14939","DDX6"
"14940","SEC14L2"
"14941","PPP1R9B"
"14942","LTN1"
"14943","POTEB3"
"14944","CAMK1D"
"14945","ADRM1"
"14946","CPNE4"
"14947","C17orf78"
"14948","GNAZ"
"14949","YAP1"
"14950","AIFM2"
"14951","CBY1"
"14952","RPP38"
"14953","CCL14"
"14954","ENC1"
"14955","SVOP"
"14956","HIST1H4A"
"14957","GABRG3"
"14958","ACSF3"
"14959","FMN1"
"14960","A26B3"
"14961","EHD1"
"14962","PRH1"
"14963","HIST1H2BH"
"14964","HNRNPCP5"
"14965","GALNTL5"
"14966","UBXN8"
"14967","TRIL"
"14968","HIST3H2BB"
"14969","CLIP1"
"14970","LENG9"
"14971","HNRNPCL1"
"14972","HIST1H4D"
"14973","PHB"
"14974","PCID2"
"14975","DDX52"
"14976","MYO19"
"14977","DPF3"
"14978","CD177"
"14979","GIMAP6"
"14980","LYNX1"
"14981","CLTC"
"14982","UHRF1"
"14983","MYC"
"14984","F8A1"
"14985","PLCD3"
"14986","AOAH"
"14987","RPS6KA5"
"14988","CAB39L"
"14989","KCP"
"14990","MAL2"
"14991","PRSS56"
"14992","RAB7B"
"14993","CFAP57"
"14994","HIST1H4K"
"14995","CNTNAP4"
"14996","DENND1B"
"14997","RASGRP4"
"14998","ALG1L2"
"14999","CIB1"
"15000","SEPT2"
"15001","ALOX5AP"
"15002","ZMYM2"
"15003","MLLT6"
"15004","SH3GLB1"
"15005","CCL18"
"15006","SLC4A1AP"
"15007","C19orf80"
"15008","EPHX1"
"15009","ENSG00000258555"
"15010","HEMGN"
"15011","VEGFC"
"15012","SYN2"
"15013","GPIHBP1"
"15014","METTL8"
"15015","ENSG00000273554"
"15016","PKD1L3"
"15017","NMRK2"
"15018","NCAM1"
"15019","HYOU1"
"15020","PIK3R6"
"15021","POLR2A"
"15022","POLD2"
"15023","ANXA8L1"
"15024","USH1G"
"15025","HNF1B"
"15026","ZNF2"
"15027","IQSEC1"
"15028","GATD3B"
"15029","TUBGCP5"
"15030","CD99L2"
"15031","TRAPPC3"
"15032","SLC22A24"
"15033","ENSG00000026036"
"15034","PDLIM5"
"15035","WBSCR16"
"15036","MTERF4"
"15037","ZNF205"
"15038","GPR1"
"15039","SRRT"
"15040","B4GALT3"
"15041","DHRS3"
"15042","HSD11B1L"
"15043","COL19A1"
"15044","OPLAH"
"15045","NRN1"
"15046","TCHH"
"15047","PDZD7"
"15048","TSPAN10"
"15049","ITCH"
"15050","TMCO1"
"15051","GTF2IRD2B"
"15052","DNAI1"
"15053","CCL3L3"
"15054","CYP3A7"
"15055","ADRA2B"
"15056","ENSG00000255819"
"15057","ORAI1"
"15058","GRIP2"
"15059","SLC46A1"
"15060","COPZ2"
"15061","NUDT18"
"15062","LRRC39"
"15063","ZAN"
"15064","EPHA5"
"15065","FGF1"
"15066","NDFIP2"
"15067","LSR"
"15068","HIST1H3A"
"15069","FDFT1"
"15070","NOP16"
"15071","BCL2L13"
"15072","SRRM3"
"15073","VPS29"
"15074","ST3GAL6"
"15075","SLC6A6"
"15076","SPAST"
"15077","SLC9A7"
"15078","SETSIP"
"15079","ZNF280B"
"15080","HIST1H4L"
"15081","P2RY6"
"15082","SSTR3"
"15083","ZCCHC17"
"15084","MCM3"
"15085","CHST9"
"15086","PLP1"
"15087","GAS2L1"
"15088","SCAMP1"
"15089","PSMC3"
"15090","CYFIP1"
"15091","TESK1"
"15092","PHOSPHO2"
"15093","RAB44"
"15094","FCGBP"
"15095","TADA2A"
"15096","MGAT4C"
"15097","E2F8"
"15098","SGK223"
"15099","FAM83D"
"15100","FOLR3"
"15101","VPS11"
"15102","PRODH"
"15103","ANKRD36B"
"15104","GRIFIN"
"15105","FXYD1"
"15106","SOCS2"
"15107","SLC38A3"
"15108","SNX12"
"15109","GABRR3"
"15110","CCL23"
"15111","SLC22A31"
"15112","AMY2A"
"15113","HIST1H4I"
"15114","DDX24"
"15115","GRIA3"
"15116","MRM1"
"15117","TNFAIP3"
"15118","FOXD1"
"15119","HTD2"
"15120","H2BFS"
"15121","RPS10"
"15122","SPRY1"
"15123","FADS6"
"15124","SLC35E2B"
"15125","RSRC1"
"15126","TBC1D2"
"15127","ABCG4"
"15128","FMO1"
"15129","CSDE1"
"15130","ENSG00000223953"
"15131","SAP18"
"15132","KCNN3"
"15133","JADE3"
"15134","ARHGAP23"
"15135","GNB1"
"15136","CHST12"
"15137","SEZ6L2"
"15138","MED6"
"15139","ARHGAP11B"
"15140","CREB3L1"
"15141","EPHB6"
"15142","NR4A3"
"15143","IP6K1"
"15144","PCGF2"
"15145","PTGES3"
"15146","PER3"
"15147","LOC102724159"
"15148","IQCA1P1"
"15149","CPEB3"
"15150","NEFL"
"15151","PIGW"
"15152","BCL2L12"
"15153","PLEKHA2"
"15154","SOCS7"
"15155","CGA"
"15156","DACH1"
"15157","CCL4"
"15158","DGAT1"
"15159","HIST1H3E"
"15160","ZP4"
"15161","TTC8"
"15162","RECQL4"
"15163","MAP7"
"15164","ENSG00000278299"
"15165","PRSS57"
"15166","LRP5L"
"15167","IRX4"
"15168","ALG9"
"15169","HIST1H2AK"
"15170","DIBD1"
"15171","MED22"
"15172","FXYD6"
"15173","FAM213A"
"15174","PLCG2"
"15175","LPP"
"15176","TYW1B"
"15177","NR2E3"
"15178","ENSG00000183628"
"15179","SPATS2L"
"15180","HIST1H2AL"
"15181","REC8"
"15182","PIP4K2B"
"15183","H2AFB3"
"15184","AGPAT9"
"15185","ZMYM1"
"15186","TWIST2"
"15187","METTL23"
"15188","GCNT7"
"15189","HSH2D"
"15190","PEX12"
"15191","HMGN3"
"15192","ZNF501"
"15193","MGST2"
"15194","MAP3K14"
"15195","HIST1H2BB"
"15196","DHRS11"
"15197","ALG1L"
"15198","PTPN9"
"15199","TPSB2"
"15200","C9orf72"
"15201","PCSK6"
"15202","LARP4B"
"15203","FTCDNL1"
"15204","ENSG00000160202"
"15205","NAPB"
"15206","SIK1B"
"15207","AP2B1"
"15208","CRABP2"
"15209","PTPRQ"
"15210","PAMR1"
"15211","PPIP5K2"
"15212","DOC2B"
"15213","PRLR"
"15214","FAM65B"
"15215","ALMS1"
"15216","ABO"
"15217","SLC2A11"
"15218","ELK1"
"15219","NR2C2"
"15220","ENSG00000278522"
"15221","TAC3"
"15222","ACD"
"15223","PADI6"
"15224","ZNF865"
"15225","SMEK2"
"15226","DCAF7"
"15227","HIST1H2BE"
"15228","HNRNPDL"
"15229","HIST1H3I"
"15230","ACACA"
"15231","WDR38"
"15232","WASF2"
"15233","POLR2J3"
"15234","SKOR2"
"15235","HDGFRP2"
"15236","RIBC2"
"15237","GALE"
"15238","RIMBP3"
"15239","GHR"
"15240","RBM26"
"15241","MARK1"
"15242","IFI27"
"15243","SYNRG"
"15244","GPR179"
"15245","NSA2"
"15246","ARFRP1"
"15247","NTMT1"
"15248","OXA1L"
"15249","R3HCC1L"
"15250","DDX27"
"15251","HAO2"
"15252","LEPROT"
"15253","NOL4L"
"15254","MID1IP1"
"15255","RDM1"
"15256","FURIN"
"15257","SALL2"
"15258","BTK"
"15259","SPON2"
"15260","CCL4L1"
"15261","CABYR"
"15262","USP27X"
"15263","CHD1"
"15264","PSMB3"
"15265","KLRF1"
"15266","ADCYAP1R1"
"15267","ENSG00000277117"
"15268","CISD3"
"15269","HPCAL1"
"15270","FXYD4"
"15271","NPRL3"
"15272","IKBKG"
"15273","HIST1H2AB"
"15274","TSPAN33"
